Blue (Band 2),Green (Band 3),Red (Band 4),NIR (Band 5),SWIR (Band 6),SWIR (Band 7),class_id
10268,11943,13786,17504,20325,18429,5
10266,11940,13848,17424,20488,18673,5
10292,12032,13985,17635,20485,18751,5
10402,12216,14203,17864,20427,18753,5
10384,12358,14269,18165,20412,18875,5
10425,12295,14266,18039,20377,18844,5
10310,12140,13877,18129,19984,18158,5
10309,12041,13829,17937,20066,17926,5
10371,12295,12470,19099,17908,16329,1
10248,12774,13865,17852,18353,16738,1
8535,10753,11574,17441,15409,13704,1
10935,13073,14368,17478,17451,16183,1
15528,18127,20447,22248,24552,23322,1
12782,15486,17671,20508,22442,20411,1
11027,13267,14671,17961,19244,17544,1
11582,13606,15106,17382,18941,18655,1
12458,15171,16578,18012,20309,20005,1
10938,13025,14042,15489,18705,18377,1
11887,14264,15809,17712,20268,18759,1
11921,14582,15846,19189,20441,19268,1
8384,13216,14654,18464,20152,19400,1
9108,12106,14909,18435,19470,18525,1
11930,16256,18477,20309,21766,21310,1
10743,13929,16291,18078,19178,19101,1
13109,16804,18396,20402,22144,22266,1
13196,16372,18419,20519,22613,22689,1
11589,14671,16781,18918,21432,22162,1
9456,12593,13677,16482,19134,20076,1
11389,13933,14780,17022,19827,20143,1
12773,15674,16436,17847,20294,20564,1
11993,14577,15073,16475,17806,17461,1
11604,14050,15613,18074,18402,17703,1
9825,12444,13662,17643,17541,15866,1
9271,10936,11597,16381,14805,12958,3
8576,10130,10474,12160,11378,10240,3
8398,9803,10118,12634,10628,9664,3
8614,10316,10652,15496,13767,11578,3
9080,10803,11214,15941,14873,12359,3
8929,10646,11175,15962,14508,12433,3
9444,11108,11816,15390,15083,13467,3
9696,11481,12358,15309,16335,14224,3
10498,12285,14189,17975,20253,17474,5
10571,12381,14366,18259,20786,17794,5
10581,12402,14381,18518,20976,17803,5
10488,12212,14115,18193,20638,17460,5
10476,12202,14120,18114,20804,17729,5
10442,12173,14045,18056,20713,17823,5
10488,12231,14122,18193,20838,18086,5
10510,12260,14137,18147,20755,17969,5
10514,12277,14189,18075,20782,17916,5
10430,12129,14030,17833,20554,17769,5
10323,11950,13719,17597,20025,17208,5
10327,12049,13810,17826,20071,17270,5
10421,12232,14031,17925,20067,17633,5
10512,12333,14178,17848,19978,17960,5
10651,12530,14525,17910,20412,18741,5
10764,12801,14947,18207,21107,19668,5
10889,13072,15384,18595,21778,20779,5
10376,12091,14045,18288,20782,17979,5
10369,12063,13946,18023,20822,18223,5
10416,12101,13991,17926,20837,18413,5
10450,12183,14151,18092,21078,18717,5
10501,12214,14238,18077,21324,18850,5
10489,12188,14233,18049,21475,18950,5
10568,12394,14443,18133,21230,19096,5
10699,12706,14841,18324,21417,19767,5
10682,12551,14624,18079,21054,19222,5
10541,12434,14412,18058,20722,18781,5
10606,12539,14453,18300,20548,18685,5
10485,12321,14142,18099,20144,18331,5
10452,12349,14167,18177,20267,18617,5
10434,12166,14066,17909,20521,18876,5
10292,11935,13702,17766,20260,18648,5
10206,11749,13356,17686,20096,18319,5
10255,11765,13478,17598,19905,17941,5
10182,11732,13446,17362,20191,18047,5
10236,11859,13696,17426,20074,18082,5
10234,11859,13732,17334,19829,18236,5
10253,11991,13853,17394,20018,18472,5
10254,11934,13668,17920,20109,18055,5
10357,12221,14156,18071,20381,18664,5
10411,12301,14286,18111,20427,18864,5
10330,12120,13960,18035,20086,18199,5
8571,11315,12091,18095,15726,14193,1
10631,13168,14107,18240,17487,16731,1
12906,15571,16952,18299,19459,19270,1
14859,18123,19640,20402,23598,23325,1
13703,16534,18286,20159,23599,22974,1
10861,13974,15803,18607,21528,20593,1
11505,13758,15186,17213,19643,19502,1
10730,12577,13492,16287,17718,17536,1
13234,15724,16873,18560,20745,19961,1
8706,13984,15251,17576,19984,18477,1
7144,11136,13225,16802,18176,17817,1
9546,12879,15386,17861,19551,19233,1
10570,14533,16610,18948,21438,21158,1
10594,13805,16774,18976,20676,20508,1
12396,16241,17726,19442,21196,21495,1
12475,16014,16760,18567,20909,21457,1
13275,16056,17200,18893,20619,21107,1
12882,15395,16191,18021,19620,19747,1
12474,14657,15721,17546,18949,19132,1
9937,12621,13656,15651,16858,16119,1
9443,12121,13568,16612,16814,15614,1
9107,11873,13085,16531,16665,15459,1
10436,12837,14176,17284,17669,16538,1
8660,9849,10082,11965,10305,9629,3
8933,10461,11003,13879,12321,10910,3
9177,10926,11366,16657,15051,12302,3
9975,11994,12818,17860,17349,14652,3
10039,11781,12664,17578,17260,14542,3
10036,11740,12620,16541,17586,15180,3
10468,12266,14088,18357,20347,17391,5
10500,12291,14130,18268,20492,17473,5
10599,12404,14417,18549,20967,17844,5
10555,12334,14332,18392,21200,17983,5
10479,12171,14064,18106,20802,17723,5
10542,12248,14191,18353,21031,17940,5
10518,12253,14189,18345,21038,18057,5
10501,12286,14200,18242,20852,18078,5
10486,12259,14171,18109,20647,17891,5
10516,12276,14207,18097,20688,17855,5
10422,12160,14052,17887,20567,17749,5
10433,12149,14030,17857,20378,17628,5
10357,12066,13854,17818,20149,17295,5
10437,12168,13961,17765,20022,17495,5
10700,12611,14677,17938,20582,19134,5
10739,12731,14815,18073,20884,19758,5
10816,12876,15029,18325,21179,20082,5
10796,12858,15078,18292,21272,20346,5
10517,12304,14305,18131,21196,18986,5
10569,12358,14434,18183,21488,19227,5
10523,12223,14223,18050,21279,18791,5
10614,12414,14513,18200,21559,19073,5
10674,12606,14708,18243,21065,18897,5
10623,12478,14519,18144,20905,18840,5
10607,12502,14503,18136,20893,19096,5
10556,12395,14309,17992,20267,18622,5
10652,12602,14552,18238,20601,19019,5
10666,12593,14526,18279,20543,18897,5
10603,12567,14513,18302,20723,19091,5
10521,12373,14319,18177,20633,19007,5
10424,12135,13911,17990,20474,18877,5
10365,12000,13729,17829,20560,18854,5
10235,11791,13504,17690,19903,18226,5
10185,11713,13379,17765,19838,17620,5
10274,11916,13722,17534,20028,18194,5
10196,11833,13591,17419,19839,17968,5
10144,11730,13435,17468,19556,17459,5
10203,11896,13853,17594,20694,18793,5
10242,11960,13970,17634,20582,18819,5
10298,12129,14018,17996,20278,18470,5
10260,12108,13821,18158,19619,17608,5
10821,13820,15140,18222,18035,16935,1
13277,16256,18087,19994,20811,20754,1
12445,15227,16901,19276,19420,19205,1
11745,14181,15424,16784,18737,18189,1
12128,14430,16223,17670,20302,19732,1
11763,14481,16826,19179,21649,20429,1
11888,14208,15285,16847,19147,17666,1
9471,13258,14115,15636,18133,16810,1
7717,12301,13465,16037,17919,17215,1
5860,10809,11766,15810,17401,17205,1
8784,13712,14680,16773,19365,18795,1
10945,15547,16574,18480,20449,20524,1
11504,15640,16950,18675,20214,20302,1
13672,16736,18106,19278,20523,20602,1
12646,14681,15923,18052,18983,19130,1
10585,13170,14191,16994,17903,17012,1
10255,12451,13792,16993,17406,16315,1
9204,11644,12772,16586,16697,15517,1
9158,11517,12782,16633,17547,16048,1
10563,13481,14878,17790,20798,19702,1
12364,14776,16310,18160,19999,19148,1
11558,14058,15583,17288,19012,17878,1
9208,10692,11196,13853,12873,11370,3
8925,10219,10552,12358,11958,10671,3
9512,11191,11799,16451,15627,13099,3
9342,11056,11486,17549,15812,13062,3
9936,11514,12312,18045,16791,13962,3
10178,12008,13147,17525,18392,15708,3
10485,12225,14098,18530,20962,17268,5
10583,12418,14376,18441,21039,17953,5
10577,12403,14386,18605,21104,17794,5
10474,12245,14183,18248,20893,17707,5
10518,12234,14126,18175,20797,17817,5
10555,12305,14238,18502,21009,17918,5
10510,12212,14135,18286,20906,17842,5
10499,12268,14201,18077,20633,17838,5
10440,12188,14057,17906,20357,17619,5
10504,12256,14166,18046,20573,17706,5
10422,12102,14014,17874,20430,17553,5
10458,12202,14160,17930,20560,17801,5
10433,12171,14050,17873,20266,17463,5
10393,12112,13878,17785,20070,17433,5
10569,12425,14345,17748,20445,18791,5
10732,12675,14771,18068,20829,19652,5
10663,12516,14576,17933,20956,19547,5
10659,12538,14626,17968,21053,19623,5
10671,12503,14622,18260,21663,19353,5
10670,12540,14627,18325,21326,18922,5
10651,12534,14580,18275,20991,18526,5
10650,12470,14512,18145,20841,18446,5
10614,12485,14487,18114,20735,18621,5
10618,12537,14531,18248,20620,18849,5
10673,12595,14567,18146,20746,19207,5
10676,12613,14585,18261,20693,19077,5
10679,12614,14594,18350,20675,19047,5
10630,12569,14527,18337,20669,19002,5
10623,12562,14501,18448,20766,19161,5
10599,12425,14310,18325,20929,19334,5
10423,12172,13986,18068,20496,18899,5
10329,11985,13742,17885,20374,18644,5
10306,11952,13707,17877,20273,18298,5
10160,11793,13535,17700,19972,17848,5
10237,11834,13695,17698,20100,17958,5
10196,11835,13678,17637,20175,17990,5
10186,11807,13738,17459,20241,18268,5
10161,11777,13731,17336,20406,18565,5
10178,11867,13713,17688,19840,17980,5
12691,15153,16397,18330,19682,19399,1
12935,15959,17965,19348,21103,20728,1
13025,15754,17152,17689,19649,19153,1
12120,14169,15349,16512,18683,18113,1
9979,11946,12287,14045,17346,15742,1
10664,12747,13507,14519,19279,16235,1
12016,14640,15634,16485,19010,17264,1
11542,14005,15017,16510,17299,17000,1
10512,12927,13801,15060,16605,15981,1
12527,15212,15731,16936,19002,18705,1
11976,14384,15979,17588,18523,18571,1
10872,13277,14291,17563,18569,17748,1
10020,12158,13145,16847,16217,15201,1
10024,12463,13363,16711,16514,15374,1
10229,11901,12994,16725,16980,15679,1
10637,12653,13520,16632,17397,16385,1
10697,12682,14180,17578,17840,16636,1
12274,15458,17092,19324,22360,22319,1
12325,14877,16551,18499,21066,20317,1
8736,10336,10874,13578,12471,10949,3
8728,10066,10330,13576,11291,9969,3
8857,10409,10610,17045,14347,11738,3
8858,10432,10493,18395,15223,12122,3
8970,10576,10683,18824,15652,12384,3
10632,12443,14473,18861,21459,17624,5
10592,12382,14359,18524,20939,17545,5
10557,12426,14395,18522,20891,17869,5
10434,12184,14037,18139,20516,17405,5
10447,12172,14041,18161,20524,17488,5
10445,12176,14040,18195,20604,17551,5
10465,12176,14050,17954,20553,17646,5
10521,12299,14238,18208,20761,17885,5
10447,12203,14076,17949,20394,17648,5
10474,12244,14109,17995,20396,17630,5
10414,12156,14010,18018,20484,17506,5
10415,12126,14023,17873,20492,17640,5
10438,12167,14042,17891,20465,17692,5
10413,12074,13875,17780,20099,17424,5
10587,12324,14230,17703,20276,18239,5
10627,12381,14411,17687,20690,19287,5
10525,12233,14242,17688,20776,19278,5
10550,12371,14496,18078,20931,19305,5
10371,12044,13778,17588,20096,18455,5
10750,12724,14847,18445,21195,18933,5
10721,12635,14725,18377,21029,18729,5
10729,12631,14742,18371,21055,18729,5
10615,12556,14571,18228,20990,18826,5
10831,12832,14946,18556,21012,19278,5
10815,12807,14894,18294,21148,19646,5
10745,12688,14709,18232,21030,19474,5
10704,12639,14664,18270,20962,19345,5
10648,12566,14557,18342,20710,19091,5
10507,12437,14290,18438,20445,18804,5
10491,12272,14104,18192,20300,18677,5
10397,12254,13995,18199,20496,18906,5
10413,12178,13973,18120,20525,18887,5
10400,12193,14043,18172,20500,18722,5
10280,11932,13740,17902,20120,18099,5
10227,11861,13732,17647,20005,17901,5
10254,11867,13663,17674,20036,17684,5
10211,11841,13686,17639,19936,17792,5
10066,11630,13415,17230,19784,17898,5
10179,11842,13650,17435,19920,18092,5
9531,11421,12732,18790,17963,14215,2
12261,14892,15443,17722,21173,21744,1
13693,15672,16587,17713,21643,22222,1
9256,11515,12621,14911,17353,15182,1
10745,12550,13154,13947,19171,15675,1
11578,13401,14138,15048,19576,16764,1
12180,14550,15762,16577,18270,17210,1
9654,11812,12317,15212,14789,14369,1
9882,12663,13694,16252,16817,16032,1
9870,12607,13473,16553,17284,16684,1
9042,11758,12606,17213,15983,14691,1
9195,11841,12833,16630,16401,15249,1
9291,11791,13052,17277,17489,16008,1
10524,12650,13920,16784,18099,16621,1
12987,14835,16292,19468,20741,20000,1
12080,14409,15657,17821,19461,18282,1
12439,14597,16887,19347,21453,20652,1
9162,10757,11355,14182,12911,11480,3
8698,10052,10344,12328,11197,10188,3
8850,10460,10691,16679,14496,12047,3
8704,10282,10229,18476,14887,11776,3
8796,10357,10226,18871,15212,11771,3
10651,12532,14560,18690,21346,17934,5
10695,12506,14570,19021,21656,17540,5
10580,12361,14312,18634,20986,17337,5
10465,12229,14053,18293,20551,17547,5
10461,12243,14114,18241,20464,17497,5
10421,12183,13993,18024,20497,17573,5
10415,12152,13974,17931,20333,17468,5
10488,12259,14130,18160,20556,17668,5
10513,12287,14207,18318,20761,17632,5
10501,12290,14233,18167,20640,17780,5
10527,12327,14253,18204,20473,17713,5
10383,12064,13881,17935,20337,17368,5
10246,11824,13498,17535,19872,16911,5
10280,11885,13584,17481,19896,17149,5
10332,11891,13591,17231,19853,17208,5
10450,12068,13866,17371,20156,17843,5
10501,12167,14069,17473,20462,18736,5
10364,11986,13889,17381,20328,18748,5
10213,11830,13614,17357,19975,18216,5
10227,11834,13638,17587,19804,17987,5
10523,12332,14198,18027,20301,17959,5
10585,12508,14467,18249,20786,18850,5
10885,12999,15134,18580,21185,19687,5
10855,12870,14958,18310,21113,19701,5
10830,12780,14816,18195,20931,19521,5
10767,12746,14803,18191,21094,19659,5
10665,12636,14688,18368,21156,19631,5
10485,12441,14523,18549,20984,19392,5
10545,12429,14385,18628,20559,18925,5
10425,12377,14189,18409,20675,19058,5
10519,12475,14473,18462,21053,19646,5
10442,12336,14286,18148,20884,19230,5
10330,12039,13879,17930,20549,18169,5
10309,11991,13759,18032,20410,17669,5
10209,11831,13645,17600,20253,17858,5
10255,11923,13870,17849,20434,18129,5
10235,11917,13798,17492,20359,18481,5
9673,11198,12516,18193,17902,14904,2
9487,11179,12307,18718,17483,13972,2
9529,11305,12604,18621,17873,14024,2
9336,10886,11900,16979,16873,14033,2
9672,12033,13291,16400,17041,15651,1
10164,11697,12498,14682,17005,14294,1
11693,13131,14035,15053,19253,16085,1
11284,13215,13752,14801,17192,15836,1
9092,11599,12127,14152,14599,14060,1
9708,11976,13178,15695,15695,14913,1
9649,12332,13798,16811,16897,15848,1
8731,11731,12765,16253,16521,15388,1
10840,13051,14438,17214,18515,17722,1
9845,13126,15031,18892,20847,19798,1
11088,13027,14706,17344,19578,18218,1
12995,14882,15946,18127,20005,19937,1
9533,11257,12116,17758,15885,13629,3
8947,10090,10349,11064,10233,9592,3
8767,10209,10450,15493,13663,11516,3
8757,10335,10366,18445,15067,11958,3
9518,11308,11918,18168,16773,14028,3
10628,12540,14531,18685,20724,18093,5
10639,12413,14428,18819,21359,17416,5
10529,12312,14220,18571,20832,17381,5
10587,12417,14366,18836,20733,17742,5
10549,12355,14259,18461,20730,17928,5
10424,12150,13970,17890,20327,17521,5
10449,12175,14023,17860,20310,17531,5
10454,12212,14038,17899,20286,17536,5
10486,12279,14171,18138,20406,17611,5
10527,12327,14273,18324,20607,17746,5
10543,12311,14237,18214,20537,17721,5
10314,11922,13661,17459,20160,17261,5
10243,11819,13466,17421,19948,16953,5
10210,11805,13413,17327,19845,16933,5
10138,11623,13159,17178,19482,16621,5
10273,11792,13374,17579,19533,16813,5
10362,11960,13760,17643,20043,18080,5
10316,11970,13906,17628,20348,18733,5
10472,12263,14346,17906,20687,19259,5
10506,12291,14256,17855,20447,18937,5
10636,12513,14490,18443,20837,18611,5
10811,12867,14952,18508,21049,19485,5
10794,12794,14825,18195,20849,19411,5
10733,12722,14791,18115,21086,19741,5
10657,12563,14570,17989,20758,19356,5
10591,12497,14550,18193,21075,19572,5
10512,12357,14416,18642,21001,19073,5
10581,12664,14854,19092,21243,19343,5
10439,12407,14269,18483,20491,18719,5
10383,12363,14251,18179,20901,19186,5
10291,11880,13556,17822,20164,17402,5
10522,12205,13941,18359,20860,17559,5
10476,12212,13952,18400,20814,17586,5
10262,11914,13739,17866,20442,17905,5
10273,11983,13885,17687,20345,18304,5
9506,11041,11987,18555,17187,14783,2
9585,11241,11758,18145,16704,14249,2
9114,10622,11239,18840,16411,13258,2
9372,10914,11734,17537,17074,14212,2
9174,10743,11668,16951,16502,13664,2
10324,12286,13711,17104,17721,16021,1
11011,12918,13704,16504,17655,16331,1
12218,13387,14303,15913,17583,16152,1
9981,12278,13252,15458,15819,14572,1
9730,11557,12557,15929,15152,14133,1
10147,12360,13362,16403,16377,15400,1
10567,12832,13903,16662,17797,17170,1
12017,13741,14395,17476,18642,18281,1
13406,15597,16647,19772,21125,21192,1
12477,15328,16331,19563,21941,22350,1
12619,15016,15716,18535,21612,21599,1
10657,12781,14490,17805,19211,17685,3
9149,10447,10785,14995,12300,10743,3
9122,10338,10661,12024,11237,10359,3
9158,10804,11322,17955,15778,12872,3
9473,11248,11923,18257,16871,13980,3
10746,12778,14810,18513,20907,18890,5
10631,12435,14422,18478,21011,18025,5
10614,12414,14376,18492,20979,17854,5
10541,12431,14253,19116,21037,18122,5
10649,12470,14481,18603,21073,18174,5
10533,12336,14253,18150,20676,17891,5
10500,12296,14177,18003,20378,17757,5
10478,12308,14175,18091,20497,17753,5
10512,12322,14214,18196,20510,17698,5
10494,12259,14170,18302,20575,17679,5
10536,12328,14255,18312,20536,17749,5
10367,12091,13871,17791,20476,17670,5
10288,11903,13599,17568,20196,17303,5
10198,11809,13483,17597,19914,16952,5
10116,11600,13118,17430,19468,16393,5
10174,11693,13198,17609,19485,16463,5
10401,12077,13924,17898,20335,18242,5
10353,12066,14005,17729,20363,18757,5
10573,12434,14456,18142,20625,19071,5
10652,12516,14486,18002,20419,18790,5
10715,12687,14715,18477,21200,19239,5
10668,12585,14592,18125,20740,19154,5
10585,12471,14552,17983,20679,19290,5
10569,12384,14386,18070,20641,19051,5
10569,12436,14498,18296,20820,19268,5
10522,12511,14652,18604,21354,19662,5
10414,12396,14364,18520,20791,18842,5
10403,12186,13922,18125,20540,17959,5
10402,12176,13886,18208,20703,17738,5
10472,12164,13922,18509,20793,17376,5
10405,12226,14009,18552,20742,17355,5
10470,12227,13963,18444,20831,17469,5
10366,12050,13759,18121,20297,17363,5
10264,11999,13752,17357,19687,17776,5
9480,11004,11750,18072,16204,13776,2
9390,11094,11584,19029,16263,14026,2
8978,10460,10678,18523,15713,12974,2
8739,10046,9995,18804,14917,12031,2
9064,10437,10834,18915,15699,12678,2
9512,11124,11838,18049,16718,14256,2
9187,11025,11260,18711,15898,13520,2
10651,12846,13834,17668,17414,16162,1
10427,12986,14544,17277,17929,16717,1
9334,12082,13409,16700,16749,15746,1
6679,10987,11872,16467,16335,15062,1
8332,11504,12599,16333,16535,15457,1
10316,13566,14807,17237,18783,18034,1
11886,13829,15265,17906,19707,18958,1
12984,14921,15907,19152,21082,20807,1
12572,14876,15948,18954,20561,19895,1
10262,12910,14685,18376,19914,18413,1
9986,11661,12811,14866,15331,14303,3
8863,9940,10030,13006,10808,9561,3
9405,10874,11448,15881,14318,12194,3
10555,12513,14409,18093,20209,18597,5
10639,12536,14495,18349,20683,18352,5
10641,12494,14473,18499,21144,18222,5
10648,12452,14445,18429,21132,18294,5
10628,12455,14394,18527,21056,18289,5
10754,12702,14829,18823,21587,18805,5
10635,12527,14532,18478,21050,18343,5
10514,12327,14220,18132,20550,17847,5
10482,12242,14059,18078,20282,17423,5
10469,12239,14119,17955,20498,17789,5
10451,12182,14054,17865,20391,17788,5
10458,12216,14079,18141,20357,17585,5
10413,12123,13903,17789,20448,17733,5
10221,11813,13480,17366,20093,17183,5
10301,11963,13713,17707,20111,17372,5
10363,11993,13694,17798,20059,17198,5
10488,12192,13965,18024,20229,17602,5
10710,12541,14545,18170,20850,18957,5
10452,12254,14196,17868,20177,18529,5
10546,12379,14299,18169,20207,18246,5
10726,12604,14574,18491,20496,18467,5
11001,12950,14918,19182,20838,18118,5
10545,12460,14533,18118,20772,19122,5
10527,12421,14506,18182,20829,19272,5
10511,12419,14480,18296,20883,19309,5
10430,12315,14358,18117,20931,19435,5
10352,12188,14144,17957,20653,18891,5
10492,12168,13891,18067,20707,17898,5
10584,12273,14056,18361,21024,17651,5
10454,12228,14023,18470,21049,17648,5
10372,12210,13959,18288,20705,17391,5
10386,12163,13849,18224,20585,17246,5
10442,12227,13875,18266,20412,17180,5
9562,11337,12025,18913,17354,14847,2
9326,10935,11557,19118,17352,14533,2
8883,10434,10660,19038,15817,12941,2
8626,10001,9981,19702,14455,11311,2
8906,10439,10548,19680,15434,12404,2
9206,10618,11144,18864,16562,13683,2
9367,10944,11838,18645,17003,13793,2
9675,11447,12764,18566,18038,15041,2
10886,13116,14509,17621,18574,17130,1
9493,12314,13694,16789,17341,16427,1
6350,10961,12119,16293,16957,15952,1
4762,9917,11828,17082,18029,16772,1
9182,13475,14377,17724,18766,18275,1
12970,16179,17157,19029,21674,21638,1
12440,14666,16006,18572,21223,20660,1
11298,13456,14956,17949,20389,19071,1
11154,14029,15699,18144,19807,18276,1
10564,12766,14523,17945,18875,17611,3
9442,10706,11281,12184,12020,10210,3
8938,10116,10219,14600,12348,10424,3
9770,11462,12404,18111,16477,13887,3
10519,12295,14145,18195,20471,17678,5
10599,12391,14346,18316,20970,17933,5
10615,12393,14353,18291,21079,18095,5
10610,12369,14303,18170,21154,18252,5
10605,12413,14307,18537,21011,18183,5
10570,12465,14372,18874,21239,18487,5
10609,12469,14505,18450,21083,18322,5
10498,12254,14152,18050,20643,17873,5
10481,12226,14112,17888,20539,17851,5
10454,12198,14064,17760,20499,17975,5
10450,12197,14053,17840,20313,17820,5
10402,12157,13963,18017,20152,17473,5
10502,12325,14193,18150,20192,18017,5
10617,12466,14434,18263,20769,18355,5
10566,12357,14270,18304,20734,17827,5
10638,12452,14414,18638,20765,17826,5
10708,12596,14580,19006,21001,17888,5
10745,12708,14686,18609,21061,18504,5
10635,12516,14437,18426,20383,17986,5
10700,12600,14529,18945,20517,17724,5
10707,12652,14570,19207,20650,17411,5
10919,12882,14855,19468,20769,17498,5
10424,12251,14266,18019,20620,18872,5
10484,12338,14314,18172,20575,19006,5
10495,12450,14506,18166,20847,19403,5
10364,12219,14173,17951,20612,19024,5
10364,12107,13939,17952,20331,18137,5
10384,12040,13729,18115,20691,17525,5
10504,12326,14144,18495,20962,17731,5
10324,12162,13866,18216,20542,17294,5
10355,12175,13784,18245,20432,17073,5
10364,12168,13772,18345,20342,16948,5
9972,11639,12597,18439,17602,15344,2
9710,11490,12590,18522,17819,15236,2
9632,11499,12761,18649,18072,15448,2
8964,10541,10938,19154,15553,12693,2
8461,9866,9758,19822,14197,10935,2
8498,9853,9595,20303,14230,11018,2
9459,11215,12226,19811,17886,14857,2
9491,11122,12012,18392,17397,14798,2
9754,11364,12289,18572,17795,15278,2
7876,11469,12948,16575,17082,15964,1
7645,10856,11991,16823,18428,17730,1
14199,16953,18642,20920,21613,21738,1
12231,15743,18184,20817,22294,21215,1
12311,16551,18247,20176,22680,22196,1
12950,16015,17747,20146,22608,21815,1
10058,11706,12812,15640,15071,13866,3
9219,10318,10698,11454,10341,9759,3
9229,10690,10983,16628,14655,12164,3
9682,11455,12349,18473,17857,14685,3
10651,12495,14443,18646,21112,18107,5
10614,12414,14387,18420,21253,18116,5
10621,12375,14372,18392,21252,18108,5
10702,12492,14526,18443,21622,18431,5
10622,12410,14382,18418,21484,18347,5
10455,12267,14023,18931,20596,17642,5
10528,12340,14178,18909,20676,17778,5
10511,12297,14208,18367,20813,17933,5
10438,12175,14040,17931,20495,17762,5
10531,12328,14268,17992,20664,18116,5
10522,12318,14259,17924,20663,18224,5
10430,12196,14043,17869,20263,17672,5
10411,12186,13998,18109,20047,17393,5
10718,12672,14681,18517,20753,18423,5
10641,12557,14593,18769,21053,18355,5
10566,12400,14381,18796,20746,17570,5
10527,12368,14288,18922,20733,17284,5
10625,12499,14595,19041,21116,17828,5
10848,12831,14965,18832,21161,18774,5
10795,12820,14817,19253,20985,18233,5
10689,12620,14579,19143,20676,17537,5
10575,12495,14428,19153,20465,17220,5
10702,12684,14607,19030,20709,17778,5
10491,12323,14265,18274,20371,18543,5
10559,12575,14603,18314,20727,19175,5
10460,12323,14277,18023,20688,18969,5
10368,12087,13901,17820,20293,18176,5
10386,12105,13791,18093,20766,17736,5
10428,12224,13936,18367,20678,17511,5
10319,12144,13769,18394,20387,17054,5
10325,12203,13802,18437,20588,17119,5
9554,11307,11963,18312,16124,13715,2
9036,10559,10995,18773,15990,12694,2
9237,10909,11496,18874,17285,14139,2
9337,11044,11650,17948,17260,14963,2
8664,10113,10043,19586,15100,12224,2
8566,10015,9997,19931,14890,11827,2
8829,10257,10555,19020,15299,12436,2
9747,11473,12229,19521,17696,15826,2
10132,12032,13376,17904,18366,16369,2
11145,13589,15050,17927,19305,18243,1
12499,15562,16482,19632,20810,20272,1
12454,16052,18420,21871,22256,21671,1
12282,16481,17841,19590,21789,20895,1
12092,15908,17735,19771,21518,20747,1
9445,10739,11222,13532,12499,11148,3
9058,10314,10603,12341,11588,10400,3
9128,10733,11056,17934,15518,12482,3
9666,11461,12391,18858,18415,14939,3
10646,12525,14557,18693,21197,18126,5
10633,12481,14539,18542,21478,18416,5
10614,12418,14378,18314,21294,18206,5
10668,12406,14395,18256,21328,18274,5
10656,12412,14354,18463,21292,18260,5
10622,12485,14435,18732,21338,18441,5
10510,12284,14193,18440,20598,17791,5
10342,12067,13770,18358,20121,17173,5
10368,12068,13842,17751,20293,17462,5
10457,12193,14084,17737,20427,17889,5
10385,12085,13862,17675,20059,17478,5
10392,12135,13941,18034,20071,17287,5
10401,12160,13939,18206,20096,17157,5
10467,12357,14169,18308,20441,18044,5
10712,12655,14720,18884,21026,18308,5
10515,12337,14326,18751,20759,17531,5
10506,12288,14205,18770,20549,17241,5
10585,12501,14537,18704,20947,18101,5
10768,12757,14784,18465,20901,18635,5
10802,12789,14827,19107,20767,17889,5
10661,12636,14608,18838,20623,17986,5
10353,12243,14046,17991,20141,17804,5
10581,12472,14436,17837,20107,18571,5
10405,12291,14129,18234,20444,18313,5
10478,12238,14078,18069,20378,18008,5
10546,12234,14030,18079,20843,17846,5
10536,12293,14102,18273,21157,18002,5
10459,12274,14067,18491,20715,17685,5
9993,11781,13243,18593,19868,16632,5
9555,11256,11949,19417,17099,14481,2
9403,11117,12177,19237,17882,14746,2
9235,10937,11406,18778,16871,13681,2
9349,10950,11860,18740,17083,14018,2
9619,11340,12711,17755,17876,15352,2
8630,10105,10122,19636,14549,11574,2
9081,10800,11179,19841,15779,13088,2
9796,11667,12876,18758,17656,15476,2
12032,14949,16308,17723,19871,19066,1
12426,14961,16399,17936,20053,19911,1
10614,14722,15920,17383,19518,18783,1
10528,13947,15514,17562,18950,18214,1
9911,11255,11930,13949,12249,10587,3
8751,10108,10205,14433,12718,10848,3
9228,10938,11511,18515,16779,13483,3
10765,12757,14754,18596,21207,18343,5
10657,12564,14526,18173,21221,18712,5
10695,12601,14509,18232,20694,18557,5
10762,12785,14678,18401,20623,18770,5
10628,12511,14415,18365,20734,18355,5
10538,12333,14248,18416,20810,17969,5
10416,12170,13988,17971,20533,17640,5
10421,12196,13961,18341,20310,17363,5
10369,12071,13852,17958,20156,17231,5
10381,12170,13941,17723,20137,17468,5
10394,12114,13872,17849,19776,17096,5
10442,12221,14027,18226,20221,17401,5
10431,12220,14029,18180,20138,17455,5
10540,12380,14289,18283,20571,18150,5
10734,12751,14851,18758,21284,18882,5
10499,12333,14294,18590,20768,17642,5
10502,12332,14278,18481,20504,17493,5
10472,12303,14180,18291,20184,17381,5
10612,12505,14417,18188,20386,17967,5
10766,12758,14790,18710,20877,17967,5
10584,12513,14486,18088,20408,18493,5
10693,12636,14581,17636,19911,18762,5
10575,12529,14456,17558,20039,18835,5
10708,12603,14537,17827,20162,18868,5
10454,12152,13824,17885,20669,17456,5
10431,12125,13818,17894,20679,17422,5
