Blue (Band 2),Green (Band 3),Red (Band 4),NIR (Band 5),SWIR (Band 6),SWIR (Band 7),class_id
13911,15697,19151,21660,21192,19726,4
13801,15410,18443,20744,20895,18936,4
13786,16077,18595,20646,21576,19358,4
15405,17571,20407,22735,23393,21206,4
15386,17628,20537,22900,23830,21632,4
13167,15850,18367,21219,23742,20974,4
13024,15798,18225,21607,24343,21905,4
11367,13527,15089,18643,20188,17894,4
10545,12420,14175,17921,18701,15584,4
10621,12065,13756,17465,18510,15324,4
11886,14731,16715,19047,20034,16687,4
13341,15510,18311,20152,19551,17110,4
11048,12942,14464,17386,17263,15240,4
11264,13209,15088,18922,19107,16432,4
12261,14940,17219,20529,21031,18603,4
13039,15377,17835,21373,22006,19566,4
13429,16054,18501,21816,22889,20584,4
14857,18058,20800,22766,23575,21416,4
14703,17128,19742,21773,22195,20201,4
13888,15887,18392,20837,21720,19850,4
13606,15960,18601,21675,23238,20636,4
12292,14594,16760,20382,21760,19073,4
11739,13899,16192,19968,21790,18392,4
13040,15669,18464,21639,23102,19986,4
13381,15765,18399,21482,23066,20294,4
12481,14757,17268,20612,21779,19147,4
12898,14941,17306,20202,22202,19989,4
12491,14623,16686,19215,20977,18681,4
12010,14030,16127,19195,20100,17593,4
8375,9177,8680,8535,8433,8230,3
9514,11074,11979,16214,17091,14676,3
10401,12228,14033,17748,20320,17955,5
10356,12111,13794,17704,20109,17491,5
10471,12243,14022,17824,20466,17948,5
10519,12355,14191,18004,20887,18594,5
10483,12243,14056,18048,20665,18339,5
10478,12263,14004,17881,20383,18319,5
10550,12372,14132,18053,20351,18401,5
10548,12430,14220,18060,20310,18504,5
10583,12401,14210,17839,20556,18702,5
10696,12594,14430,18126,20627,18781,5
10639,12571,14323,18409,20579,18847,5
10638,12472,14331,18466,20930,19143,5
10627,12479,14413,18331,21037,19419,5
10597,12481,14364,18378,20612,19137,5
10636,12561,14450,18562,20492,18973,5
10921,13000,15144,18996,21326,19869,5
11043,13091,15281,18847,21814,20354,5
10807,12820,14903,18621,21056,19620,5
10883,13012,15213,18841,21425,20163,5
10752,12766,14785,18459,20568,19349,5
10851,12897,14904,18500,20926,19591,5
10930,12978,15053,18421,21445,19946,5
10770,12727,14734,18319,21098,19444,5
10618,12518,14340,18005,20673,18971,5
10594,12431,14227,17460,20723,18992,5
10465,12164,13812,16880,20381,18582,5
10426,12254,13961,17434,19958,18251,5
10464,12360,14146,17727,20231,18605,5
10522,12353,14097,17593,20311,18652,5
10584,12438,14195,17643,20485,18725,5
10794,12911,14912,18587,20975,19387,5
10729,12759,14693,18344,20794,19043,5
10683,12638,14498,17991,20799,19082,5
10656,12468,14298,17693,20895,18839,5
10664,12535,14394,17875,21253,19162,5
10650,12631,14604,18193,21180,19439,5
10555,12418,14230,17781,20969,18889,5
10436,12225,13876,18001,20360,18044,5
10467,12275,14031,18206,20414,17892,5
10609,12415,14157,18243,20725,18395,5
10555,12417,14313,18226,20654,18581,5
10474,12299,14193,17966,20578,18535,5
10463,12232,14025,17770,20445,18456,5
9831,11406,12534,19672,16828,14086,2
9177,10736,11652,18701,14432,11798,2
9265,10827,11733,18546,14277,11830,2
9533,11015,11964,18189,14397,12046,2
9320,10774,11639,18258,14204,11781,2
9158,10982,11281,19918,13768,11334,2
9591,11707,11894,21368,14612,12392,2
12311,14557,17139,19419,19689,17815,4
12379,14252,16830,19159,19342,17416,4
12911,14942,18012,20257,20612,18976,4
13537,15108,18226,20520,20425,19291,4
13654,15740,18359,20296,21051,19223,4
13972,15906,18770,21052,21633,19353,4
13932,16225,18920,21348,22315,19857,4
14243,16075,18911,21481,22075,19885,4
14015,17465,20176,22747,25019,22052,4
14299,17596,20411,23474,25555,23017,4
13180,15600,18123,21595,23401,20475,4
12573,15142,17483,20679,22476,19125,4
12466,14280,16980,20474,21739,18338,4
12343,14594,16872,19053,20210,17560,4
11818,13636,14719,15069,15369,14394,4
11177,13314,14970,17003,16768,14861,4
10692,12607,14166,18867,17936,15088,4
11930,14037,16253,20174,20247,17376,4
12874,15615,18112,21381,21913,19327,4
13251,15822,18640,21939,22417,20162,4
16124,19085,22183,24536,25651,23194,4
15263,17918,20686,22096,21968,19860,4
13180,14891,16973,19329,20702,18781,4
12590,15094,17353,20426,22212,19363,4
11615,13382,15359,19305,20378,17280,4
11599,13904,16129,19993,21909,18468,4
12694,14859,17228,20652,22119,19041,4
13467,15885,18301,21393,22713,19952,4
14082,16617,19021,21841,23108,20500,4
13132,14784,16115,18892,21941,20897,4
13297,15386,17654,20302,22070,21110,4
13244,15157,17652,20499,21954,20381,4
13745,16270,18849,21273,22202,19699,4
12763,14917,17459,20638,21461,19092,4
11060,12713,14200,18363,18720,16195,4
8359,9182,8694,8541,8468,8246,3
8376,9156,8678,8536,8429,8223,3
8384,9150,8669,8568,8457,8235,3
8406,9144,8695,8654,8568,8327,3
9279,10824,11528,13578,14355,12847,3
9341,11006,11796,13752,13859,12701,3
8947,10619,10954,11801,12340,11230,3
10267,12000,13770,17501,20122,17615,5
10404,12180,13990,17684,20430,17919,5
10335,12007,13683,17528,20007,17452,5
10362,12030,13702,17341,20043,17711,5
10458,12211,13952,17796,20488,18249,5
10228,11952,13583,17558,19401,17262,5
10428,12083,13687,17216,20050,17824,5
10562,12316,14053,17375,20398,18382,5
10524,12410,14190,17942,20178,18404,5
10667,12591,14536,18037,20920,19154,5
10604,12519,14349,18113,20615,18807,5
10509,12455,14411,18276,20737,18997,5
10625,12388,14201,18554,20241,18510,5
10678,12561,14655,18474,21523,20002,5
10633,12505,14424,18175,20875,19540,5
10614,12555,14506,18386,20482,19076,5
10823,12985,15079,19099,20998,19451,5
10780,12949,15184,19012,20856,19293,5
10744,12723,14608,18456,20835,19376,5
10850,12940,15081,18555,21365,20205,5
10749,12736,14767,18504,21085,19638,5
10591,12585,14489,18441,20204,18752,5
10761,12773,14842,18503,20806,19342,5
10735,12667,14621,18423,20904,19071,5
10701,12582,14507,18275,20606,18859,5
10568,12368,14145,17768,20185,18343,5
10361,12005,13652,17166,19759,17860,5
10495,12317,14074,17611,20104,18192,5
10728,12679,14571,18299,20493,18808,5
10684,12622,14382,17968,20891,18965,5
10560,12363,14156,17744,20521,18551,5
10699,12594,14420,17943,21106,19104,5
10681,12564,14430,17843,21238,19447,5
10563,12227,13952,17134,20972,18778,5
10527,12241,13984,17254,20766,18532,5
10437,12121,13799,17240,20380,18206,5
10546,12438,14269,17961,20811,18810,5
10653,12580,14451,17989,21098,19102,5
10450,12274,13937,18278,20203,17803,5
10384,12112,13600,18492,19924,17466,5
10474,12315,14073,18337,20337,18016,5
10522,12340,14155,18146,20724,18589,5
10500,12367,14144,18133,20623,18684,5
10528,12241,14015,17960,20910,18862,5
10942,12481,13665,19261,18092,15246,2
10013,11926,12257,20459,16032,13669,2
9070,11399,10700,23007,12499,10292,2
12883,14881,17697,19859,19911,18021,4
12370,14444,17106,19410,19508,17656,4
12183,14252,17021,19326,19473,17494,4
12499,14553,17633,19980,20134,18511,4
12553,14343,17147,19471,19590,17796,4
13061,14945,17664,19985,20579,18307,4
13448,15709,18168,20191,21035,18682,4
13216,15433,17980,20084,20708,18175,4
13270,15427,18095,20680,21618,19002,4
14139,17436,20204,22866,24501,21684,4
13407,15816,18945,22127,23593,20709,4
15648,18255,21498,24290,25451,22508,4
15190,18037,21098,23935,25565,22169,4
14846,17081,20129,22870,24189,21775,4
14734,16798,19690,21840,22615,20687,4
13051,15545,17922,19260,19691,17669,4
12674,14623,16683,18476,18693,17356,4
10937,12837,14213,17256,17588,15406,4
11094,13599,15258,19729,18710,15962,4
13593,15729,18576,22038,21827,19518,4
14686,17453,20857,23965,24709,22643,4
16817,19844,23331,26256,27238,24276,4
15875,19047,20823,21168,22232,19932,4
12555,14680,16718,18632,19192,16969,4
12691,14960,17527,20756,21931,19424,4
11830,13991,16249,19789,21627,18712,4
11799,13918,16029,19708,21820,18456,4
12081,14230,16414,19893,21668,18344,4
12473,14616,16824,20568,21641,18344,4
14247,16951,19591,22343,23851,21155,4
12412,15148,17246,20215,22272,19719,4
12808,15077,17387,20388,22017,20063,4
12565,14050,16198,19306,21250,19361,4
12607,14241,16111,19028,20804,19066,4
12972,14663,16575,19221,20112,18454,4
12498,14446,16871,19857,19795,17668,4
11842,13532,15410,18596,19168,17063,4
11337,12988,14817,18403,18498,16206,4
11877,14119,15811,19069,19955,17398,4
8468,9201,8789,8799,8741,8466,3
8386,9158,8687,8560,8468,8256,3
8391,9165,8677,8546,8429,8228,3
8385,9165,8707,8595,8478,8262,3
8551,9349,9106,9839,9780,9132,3
9791,11682,12691,16379,16780,14595,3
8528,9846,9862,10160,9884,9475,3
8227,9450,9149,8956,8884,8694,3
8082,9269,8860,8878,8730,8591,3
8197,9453,9206,9111,9183,8948,3
9080,10647,11057,12380,12093,11333,3
10225,11872,13558,17441,20038,17148,5
10425,12158,13960,17661,20493,17920,5
10394,12190,14002,17891,20111,17654,5
10500,12266,14031,17433,20419,18135,5
10401,12212,13985,17599,19997,17804,5
10401,12113,13770,17440,20173,18160,5
10335,12013,13633,17325,19680,17631,5
10451,12197,13939,17373,20125,18126,5
10630,12442,14244,17715,20648,18674,5
10656,12655,14598,18110,20772,19265,5
10573,12462,14431,18102,20815,19089,5
10379,12162,13818,18047,20384,18663,5
10565,12358,14114,18532,20824,18882,5
10575,12488,14558,18340,21236,19526,5
10495,12329,14283,18040,20490,18817,5
10603,12483,14322,18249,20301,18742,5
10753,12754,14769,18751,20856,19261,5
10956,13094,15078,18986,21123,19612,5
10775,12939,15155,18601,20753,19364,5
10664,12581,14485,18157,20516,18901,5
10415,12373,14155,18297,19868,18362,5
10565,12372,14050,17921,20335,18585,5
10668,12594,14288,18278,20580,19050,5
10829,12905,15001,18735,21054,19396,5
10847,12907,14922,18654,21456,19584,5
10671,12608,14423,18185,20870,19090,5
10517,12463,14279,18004,20197,18571,5
10603,12565,14459,18170,20615,18951,5
10725,12753,14718,18293,21127,19453,5
10521,12238,13986,17398,20770,18586,5
10480,12147,13772,17116,20645,18386,5
10486,12204,13930,17071,20661,18484,5
10522,12282,14045,17203,20748,18724,5
10497,12263,14035,17307,20739,18642,5
10461,12089,13847,17222,20677,18310,5
10423,12070,13791,17346,20366,18111,5
10544,12383,14219,17782,20209,18190,5
10541,12518,14390,18370,20516,18488,5
10355,12100,13699,18292,20010,17620,5
10310,12113,13752,18383,19726,17268,5
10518,12371,14179,18231,20682,18326,5
10551,12397,14285,18153,20989,18508,5
10487,12325,14081,17952,20586,18422,5
10455,12278,14099,17934,20584,18487,5
13149,15269,18087,20061,19983,18333,4
12861,15012,17810,19836,19968,18312,4
12548,14589,17213,19393,19717,18009,4
12362,14595,17101,19273,19897,18127,4
12379,14440,17099,19450,19722,17869,4
12436,14369,16977,19211,19464,17569,4
12896,15029,17797,19939,20087,17611,4
12818,15286,17927,20088,20889,18293,4
12536,14799,17178,19404,19635,17554,4
12742,15198,17696,19814,20116,18058,4
13299,16046,18574,20880,21575,19423,4
14057,16602,19219,21524,22223,19994,4
14266,16778,19571,21997,23177,20592,4
14974,17523,19863,22076,23739,21191,4
15478,18059,21110,23631,24712,22195,4
15525,17631,20836,23460,24186,21748,4
15684,18438,21335,23716,24470,21968,4
13714,15604,18497,20913,20908,18663,4
10779,12947,14489,16940,18129,15532,4
10846,12439,13985,19142,18885,16071,4
13044,15341,17941,21363,21439,19028,4
15036,17926,21160,23769,25026,22908,4
15286,17512,19943,21999,23048,20972,4
13267,15998,18327,19178,20205,18117,4
12205,14640,15994,17763,19874,18276,4
13263,15446,18040,21196,22140,19965,4
12192,14173,16542,19775,21090,18376,4
11623,13644,15783,19365,20836,17576,4
11605,13554,15710,19378,20863,17663,4
12126,14452,16451,19777,21436,18378,4
14179,16597,19197,21728,23161,20927,4
10945,12559,13815,17351,18405,15918,4
11640,13753,14961,17898,18588,17036,4
11824,13931,15742,18072,18766,17002,4
11641,13304,15109,18106,18926,16952,4
11790,13782,15554,17631,19015,17281,4
11742,13699,15748,18130,18329,16492,4
11330,13114,14998,18332,18772,16462,4
11245,12892,14127,17883,18238,16424,4
11704,13845,15674,19005,19737,17421,4
12366,14632,17037,20393,21690,19005,4
12705,15152,17833,21203,21371,18421,4
10998,12969,14194,17352,18443,16502,4
8370,9151,8723,8620,8499,8303,3
8391,9164,8699,8557,8455,8237,3
8398,9191,8701,8552,8445,8229,3
8407,9219,8812,8849,8849,8521,3
9600,11494,12316,15021,16303,14143,3
8279,9544,9302,9556,9293,9000,3
8157,9315,8930,8851,8790,8574,3
8145,9324,8938,8845,8772,8552,3
8071,9302,8890,8816,8789,8583,3
8132,9528,9252,9182,9262,8909,3
8829,10438,10746,11602,12102,11234,3
10211,11837,13550,17326,19989,17023,5
10274,11969,13642,17602,20040,17324,5
10370,12254,14150,17991,20352,18278,5
10478,12259,14050,18081,20426,18047,5
10453,12141,13942,17830,20293,17711,5
10452,12172,13786,17522,20193,17914,5
10438,12226,13904,17548,20166,18165,5
10386,12093,13686,17503,19907,18032,5
10441,12189,13888,17647,20066,18144,5
10621,12466,14324,17867,20567,18700,5
10574,12497,14364,18181,20620,18977,5
10591,12622,14567,18425,20623,19086,5
10317,11992,13628,17927,20084,18106,5
10416,12226,13996,18199,20349,18639,5
10612,12515,14489,18352,20660,19049,5
10640,12570,14463,18185,20414,18842,5
10633,12600,14498,18114,20244,18790,5
10513,12481,14279,18100,19900,18492,5
10629,12645,14528,18345,20306,18488,5
10569,12358,14003,17780,20239,18347,5
10555,12397,14154,17818,20337,18385,5
10532,12320,14124,17919,20653,18584,5
10531,12289,14163,17802,20544,18542,5
10640,12575,14510,18243,20923,18937,5
10811,12785,14812,18532,21466,19467,5
10637,12553,14449,18039,21028,19088,5
10599,12413,14284,17763,20939,18942,5
10583,12381,14152,17659,20958,18843,5
10634,12528,14503,18173,21274,19329,5
10593,12520,14481,18241,21034,19111,5
10450,12210,13951,17608,20458,18444,5
10445,12185,13955,17345,20398,18291,5
10476,12180,13905,17073,20636,18546,5
10514,12249,13988,17193,20817,18796,5
10523,12332,14107,17480,20812,18824,5
10498,12292,14084,17492,20797,18636,5
10530,12307,14088,17524,20789,18582,5
10566,12396,14177,17653,20784,18719,5
10525,12403,14141,18040,20652,18653,5
10520,12364,14152,18204,20726,18424,5
10585,12363,14139,18101,21010,18497,5
10548,12332,14076,18140,20948,18286,5
10505,12259,13991,18063,20967,18390,5
10446,12139,13855,17903,20598,18034,5
13520,15823,18412,20661,21514,20219,4
12999,15258,17966,20050,20596,19267,4
12255,14486,17152,19564,20138,18265,4
12888,14892,17508,20041,20581,18982,4
12427,14558,17233,19723,20291,18239,4
12378,14465,17173,19920,20327,18198,4
12574,14607,17281,20066,20672,18362,4
13203,15593,18422,20853,21474,19285,4
12988,15348,17981,20409,20876,18581,4
12786,15082,17714,19833,20004,17873,4
12594,14825,17389,19826,20282,18085,4
12947,15412,17975,20779,21744,19693,4
14008,15709,18766,21447,21953,20141,4
13403,15857,18365,20741,22387,19832,4
15776,18546,21605,24460,25920,22848,4
16960,19236,22471,25545,26647,23824,4
16078,19191,21985,24211,26209,23323,4
15992,18441,21776,24378,25076,22591,4
13251,15449,17841,20276,20934,18963,4
11409,13496,15628,17959,19384,17050,4
11210,12971,14863,19163,19838,16889,4
11522,13749,15532,20236,19981,17398,4
12817,15144,17588,20990,21150,19099,4
12014,13860,16207,19440,20169,17831,4
12338,14478,16673,19963,21486,18674,4
13957,17023,19664,22512,23820,20876,4
13474,15194,18033,20897,21915,19697,4
12015,13849,15793,18897,19773,17671,4
12514,14835,17035,19960,21481,19571,4
12402,14447,16555,19612,20926,18640,4
12568,14860,17046,19886,20909,18480,4
13671,15940,18708,21437,22035,20101,4
11110,12985,14817,17530,19077,16211,4
10698,12370,13294,16876,16998,15024,4
10996,12560,13905,17721,17500,15319,4
11180,13017,14559,17188,18229,15523,4
11590,13601,15825,18654,19756,16843,4
11429,13106,15284,18503,19448,16821,4
12392,14616,17149,20133,21840,19301,4
12992,15157,17877,20997,22782,20465,4
12416,14502,16793,19922,21096,18689,4
12437,14535,16998,20533,21629,18968,4
12362,14650,16976,20288,21735,19396,4
12649,15104,17549,20570,22538,19909,4
13202,15593,17736,19727,19964,18192,4
11282,13824,15854,18100,19058,16737,4
10866,12811,14539,18240,19119,16949,4
8345,9195,8772,8700,8735,8463,3
8377,9167,8706,8567,8470,8258,3
8412,9171,8710,8548,8434,8231,3
8426,9178,8724,8438,8453,8253,3
8765,10049,10165,11428,11240,10465,3
10650,12393,13761,19160,18985,16348,3
9040,10534,10848,13566,13397,11643,3
8183,9358,9021,9047,9110,8825,3
8118,9293,8907,8812,8746,8517,3
8111,9288,8873,8780,8703,8494,3
8034,9269,8862,8759,8710,8490,3
7963,9204,8797,8692,8683,8484,3
7856,9113,8736,8655,8569,8442,3
8529,10324,10519,11796,11727,10554,3
10347,12060,13857,17697,20264,17877,5
10394,12269,14202,17970,20394,18737,5
10451,12363,14289,17967,20673,19482,5
10496,12305,14164,18005,20713,18816,5
10496,12302,14035,18037,20413,18171,5
10496,12320,14135,17914,20326,18124,5
10461,12297,14110,17866,20270,18099,5
10491,12280,14101,17920,20225,18296,5
10542,12427,14203,17870,20058,18186,5
10583,12450,14256,18095,20173,18190,5
10527,12349,14150,18184,20374,18593,5
10542,12418,14211,18269,20484,18852,5
10566,12493,14408,18215,20491,19001,5
10656,12529,14402,18307,20659,19120,5
10878,12803,14731,18511,21339,19773,5
10653,12561,14455,18241,20564,18978,5
10665,12599,14690,18319,20717,19120,5
10599,12514,14420,18289,20486,18947,5
10524,12342,14064,18015,20339,18342,5
10501,12201,13871,17594,20307,18106,5
10534,12293,13987,17602,20541,18422,5
10571,12425,14210,17620,20802,18893,5
10520,12402,14265,17891,20478,18569,5
10557,12375,14178,18132,20715,18593,5
10684,12563,14445,18148,21167,19084,5
10562,12306,14126,17669,20777,18648,5
10465,12245,14045,17700,20627,18365,5
10434,12236,14051,17886,20638,18431,5
10570,12509,14459,18112,21165,19093,5
10584,12538,14445,18122,20929,19184,5
10412,12255,13924,17960,20130,18212,5
10461,12227,13867,17673,20500,18507,5
10492,12267,14030,17446,20731,18754,5
10506,12270,14016,17288,20842,18810,5
10469,12244,13917,17829,20513,18453,5
10564,12366,14145,17602,20921,18882,5
10547,12294,14070,17308,20858,18771,5
10584,12357,14166,17435,20953,18947,5
10507,12321,14182,17909,20656,18709,5
10620,12454,14293,18039,21084,18825,5
10515,12268,14047,17938,20812,18385,5
10523,12325,14161,18058,20758,18303,5
10506,12352,14225,17918,21004,18677,5
10390,12201,14029,17934,20337,18091,5
12247,14454,17288,20162,19946,17921,4
12164,14122,16827,19231,19603,17561,4
11523,13598,16038,18859,19433,17580,4
11667,14272,16449,19261,19954,17892,4
12841,14946,18172,21477,21204,18863,4
12736,14911,17832,20885,21078,18949,4
12912,15175,18245,21016,21316,19278,4
13192,15293,18513,21311,21780,19519,4
13388,15748,18979,21494,21917,19688,4
12595,14889,17507,20047,20411,18162,4
12479,14931,17427,20039,20284,17948,4
12818,14918,17518,20428,20263,17985,4
13264,15829,18742,21531,21890,19299,4
14329,16365,19309,22033,22527,20477,4
14546,17485,20165,22449,24300,21696,4
15456,17804,20068,22516,24055,21917,4
15906,17898,20439,22989,24102,21838,4
15809,19093,21840,24234,26003,23433,4
14871,17141,19729,22461,23447,21718,4
13150,15477,17535,19607,20533,18985,4
11922,13759,15683,18368,19240,17096,4
11627,13622,15810,19981,20215,17302,4
11325,13250,14537,20060,18591,16265,4
11887,13995,15985,20425,20339,17682,4
11722,13375,15141,18713,19561,17037,4
12539,14760,17144,20400,21541,18919,4
12802,15674,18472,21010,22399,18860,4
12407,13849,16042,18758,18876,17342,4
11870,13689,15496,18982,19588,17016,4
14752,17660,20441,22837,24118,22222,4
14366,17359,20127,22547,23913,21939,4
13282,15323,17781,20805,21599,19504,4
14059,16230,18940,21984,22363,20480,4
10771,12458,13884,17354,18389,15417,4
12399,14476,16926,19921,21614,18253,4
12267,14460,16598,19361,21062,17973,4
11920,14043,16030,19037,20206,17383,4
13276,15089,17687,20799,20854,18535,4
12087,14697,16540,18408,18599,16145,4
13937,15921,18442,21116,21530,19479,4
12633,14973,17099,20073,21636,18856,4
13454,15543,18210,20868,22144,19692,4
13908,15845,18349,20742,21548,20127,4
14153,16331,18978,21036,21645,19969,4
14660,16332,19410,22249,22676,20448,4
12675,15744,18287,20779,23185,20491,4
13356,16123,19457,22585,24250,21470,4
12086,14532,17200,20291,20846,18150,4
10744,13629,16056,19045,18872,16206,4
11585,13726,16188,19491,21011,17949,4
12356,15000,17624,20889,22857,19662,4
8685,9453,9176,9435,9309,9137,3
8356,9159,8677,8503,8482,8258,3
8389,9152,8693,8543,8432,8220,3
8421,9156,8709,8560,8432,8218,3
8456,9170,8741,8470,8492,8269,3
8132,9262,8963,8781,8934,8737,3
8095,9160,8829,8643,8575,8421,3
8089,9145,8832,8669,8548,8417,3
10047,11686,12773,18095,16376,14024,3
8372,9542,9360,10087,9712,9135,3
8148,9285,8946,8908,8853,8633,3
8096,9265,8885,8790,8704,8472,3
8054,9243,8850,8744,8657,8464,3
7999,9229,8846,8735,8666,8446,3
7969,9201,8823,8739,8694,8494,3
7929,9204,8841,8821,8780,8557,3
8461,9811,9878,10685,10812,10103,3
9511,11620,12416,15979,15720,14111,3
9488,11092,11876,16038,14826,13444,3
10245,11956,13738,17731,20146,17709,5
10360,12006,13743,17684,20018,17939,5
10403,12214,14115,17816,20846,19559,5
10435,12327,14340,17948,20801,19607,5
10548,12497,14490,18240,20830,19389,5
10711,12594,14427,18306,20863,18832,5
10684,12651,14578,18237,20795,18771,5
10726,12605,14464,17971,20771,18669,5
10570,12405,14195,17836,20407,18192,5
10381,12059,13684,17546,19764,17443,5
10264,11986,13566,17270,19518,17055,5
10482,12351,14295,17791,20674,19288,5
10533,12449,14459,18187,20464,19098,5
10700,12696,14821,18648,20911,19366,5
10724,12817,14992,18773,20855,19478,5
10861,12893,15021,18586,21164,20040,5
10764,12798,14869,18458,21007,19736,5
10646,12654,14524,18379,20665,19520,5
10883,12964,15189,18797,21326,20052,5
10709,12612,14552,18457,20708,18883,5
10570,12301,14054,17884,20583,18405,5
10469,12196,13934,17620,20367,18139,5
10511,12271,14068,17470,20805,18584,5
10501,12323,14097,17893,20631,18507,5
10563,12439,14275,18014,20729,18620,5
10659,12558,14475,18295,21047,19108,5
10621,12462,14407,17976,21095,18984,5
10403,12235,14028,17985,20541,18491,5
10383,12190,13999,17818,20486,18258,5
10548,12350,14217,17706,20941,18816,5
10555,12368,14201,17556,20928,18948,5
10430,12277,13956,17943,20231,18418,5
10642,12532,14418,17763,21086,19142,5
10395,12138,13774,17362,20410,18454,5
10479,12155,13895,17212,20727,18654,5
10420,12174,13890,17862,20431,18317,5
10530,12321,14117,17850,20777,18798,5
10580,12354,14182,17538,20965,19059,5
10501,12324,14140,17593,20576,18787,5
10539,12461,14236,18011,20765,19119,5
10530,12394,14251,18064,20638,18643,5
10431,12183,13897,17856,20603,18282,5
10475,12261,13998,17834,20730,18398,5
10404,12107,13813,17669,20434,18115,5
10526,12383,14274,17962,20876,18765,5
12476,14770,17297,20242,20538,18545,4
11782,13816,15752,19122,19470,17430,4
11793,14115,16119,18556,18592,16870,4
12530,14784,17274,21194,20719,18832,4
12646,14671,17343,20898,19900,18237,4
12235,14273,17037,20582,20338,18129,4
12634,14825,17918,20787,20516,18506,4
12540,14438,17237,20015,19708,17825,4
12640,14948,17683,19869,20212,18765,4
11949,13828,16281,19131,19422,17418,4
12808,15134,17611,20949,20376,18299,4
13194,15178,17449,20899,20816,18612,4
14101,16367,18894,21384,22237,20260,4
15099,17237,20209,22759,23610,21636,4
14732,17299,19841,21994,23786,21639,4
13460,14746,17253,19869,20286,18551,4
15232,17526,20446,23164,24594,22145,4
15544,18506,21383,24412,26483,23653,4
15465,17468,20274,22809,23677,21899,4
14395,17157,20256,22180,22565,20439,4
12136,13302,15226,18003,18012,16241,4
13321,15605,17940,21261,21238,19129,4
11392,13506,15426,20425,18955,16324,4
11487,13206,14727,20702,18238,16095,4
11095,13032,14634,18351,17777,15608,4
11847,14016,15980,19411,20776,18247,4
13077,15568,17998,20362,21109,18904,4
12518,14234,16739,20927,20805,18421,4
11583,13864,15289,19198,19975,17265,4
14780,17521,20703,23697,24684,22065,4
15051,17942,21087,23790,25160,22853,4
13699,16145,18640,21410,22191,20103,4
14227,16531,19183,22343,22773,20682,4
14105,16897,19853,23271,23286,21162,4
10822,12808,14186,16502,17612,15409,4
11564,13041,14764,17389,18033,15808,4
10872,12708,14200,17474,18567,15656,4
11364,13412,15192,18362,19802,16635,4
12676,14801,17262,19912,21313,17774,4
12417,14691,16880,19721,20969,17792,4
12396,14874,16938,19561,20909,18216,4
13304,15147,17402,20415,20864,18750,4
13052,15396,17419,19792,20291,18407,4
13735,15849,18648,21128,21647,19573,4
13809,15995,18671,21133,22212,19771,4
14081,16178,19036,21409,22124,19826,4
14144,16429,19434,21911,22623,20676,4
15094,17008,20110,22339,22435,20776,4
14579,16794,19446,21752,22776,20311,4
13436,16154,18650,21279,23711,21037,4
15014,18097,20938,24496,26964,23940,4
14710,17587,19504,22909,24435,21970,4
12269,14758,16193,19013,19796,18090,4
12686,15635,18079,20326,23264,20609,4
13980,16632,19459,22234,24915,22379,4
15213,18091,21071,24034,26382,23646,4
8766,9531,9417,9700,9850,9241,3
8431,9141,8750,8630,8536,8315,3
8370,9141,8681,8540,8442,8228,3
8400,9127,8680,8536,8406,8192,3
8436,9169,8708,8552,8422,8217,3
8075,9175,8862,8668,8714,8533,3
8053,9140,8809,8583,8560,8394,3
8070,9169,8859,8674,8681,8483,3
8870,10305,10608,13432,12156,10988,3
8169,9309,8806,9013,8893,8672,3
8113,9285,8899,8834,8756,8549,3
8066,9257,8864,8770,8682,8468,3
8014,9212,8824,8740,8652,8470,3
8013,9214,8853,8804,8667,8456,3
7970,9224,8868,8823,8814,8577,3
7930,9228,8861,8852,8825,8589,3
9035,10416,10905,12260,11304,10556,3
9818,11935,12861,16841,18902,16527,3
9138,10634,11102,15865,14255,12460,3
9496,11359,12149,15648,15558,14013,3
10445,12148,13985,17879,20832,18963,5
10522,12290,14154,17871,20437,19012,5
10479,12199,14096,17620,20718,19191,5
10554,12391,14203,17954,20280,18953,5
10689,12618,14545,18353,20584,19003,5
10782,12843,14969,18735,21115,19504,5
10616,12393,14120,17434,20722,18557,5
10347,12057,13788,17082,19914,17606,5
10189,11876,13530,17057,19325,16953,5
10203,11881,13650,17422,19754,17157,5
10212,11822,13640,17290,19914,16921,5
10461,12289,14133,17366,20268,18178,5
10628,12611,14597,18266,20548,19198,5
10655,12609,14526,18489,20438,19057,5
10844,12826,14824,18327,21063,19811,5
10789,12803,14810,18590,20911,19663,5
10992,13128,15336,18914,21550,20308,5
10806,12751,14761,18725,21290,19913,5
11178,13391,15684,18997,22117,20972,5
10838,12855,14805,18566,21101,19833,5
10744,12776,14703,18385,20931,19240,5
10517,12271,13976,17645,20603,18435,5
10536,12311,14113,17719,20722,18551,5
10523,12273,14071,17789,20712,18615,5
10503,12362,14252,18019,20615,18468,5
10596,12407,14261,17768,20957,18849,5
10648,12503,14391,18080,21051,19057,5
10551,12436,14295,18254,21132,19077,5
10348,11973,13674,17355,20484,18184,5
10448,12242,14014,17651,20472,18324,5
10467,12211,13929,17420,20658,18640,5
10514,12329,14111,17807,20526,18593,5
10564,12404,14261,17892,20801,18758,5
10433,12171,13915,17478,20689,18520,5
10474,12211,13988,17316,20694,18717,5
10434,12190,13933,17422,20342,18471,5
10495,12325,14143,17649,20705,18806,5
10597,12381,14217,17584,21105,19193,5
10551,12274,14060,17398,21029,19079,5
